competition_id,competition_name,tourney_cal_id,tourney_cal_name,match_id,match_date,team_id,team_name,opponent_id,home,accuratePass,blockedScoringAtt,cleanSheet,cornerTaken,fkFoulWon,fkFoulLost,goalAssist,goalKicks,goals,goalsConceded,lostCorners,midfielderGoals,ownGoals,penGoalsConceded,penaltyConceded,penaltySave,penaltyWon,possessionPercentage,saves,secondYellow,shotOffTarget,subsMade,totalClearance,totalOffside,totalPass,totalScoringAtt,totalSubOn,totalTackle,totalThrows,totalYellowCard,totalRedCard,wonCorners,wonTackle,penaltyFaced,rescindedRedCard,accurateBackZonePass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFwdZonePass,accurateGoalKicks,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attBxCentre,attBxLeft,attBxRight,attCmissHigh,attCmissHighLeft,attCmissHighRight,attCmissLeft,attCmissRight,attObxCentre,attObxLeft,attObxRight,attObxdLeft,attObxdRight,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attGoalHighCentre,attGoalHighLeft,attGoalHighRight,attGoalLowCentre,attGoalLowLeft,attGoalLowRight,attHdGoal,attHdMiss,attHdPost,attHdTarget,attHdTotal,attIboxBlocked,attIboxGoal,attIboxMiss,attIboxPost,attIboxTarget,attIboxOwnGoal,attOboxOwnGoal,attLfGoal,attLfTarget,attLfTotal,attLgCentre,attLgLeft,attLgRight,attMissHigh,attMissHighLeft,attMissHighRight,attMissLeft,attMissRight,attOboxBlocked,attOboxGoal,attOboxMiss,attOboxPost,attOboxTarget,attObpGoal,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attRfGoal,attRfTarget,attRfTotal,attSetpiece,attSvHighCentre,attSvHighLeft,attSvHighRight,attSvLowCentre,attSvLowLeft,attSvLowRight,attemptsIbox,attemptsObox,attemptsConcededIbox,attemptsConcededObox,backPass,ballRecovery,challengeLost,clearanceOffLine,contentiousDecision,crossNotClaimed,crosses18yard,crosses18yardplus,dangerousPlay,defenderGoals,dispossessed,diveCatch,diveSave,duelLost,duelWon,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,firstHalfGoals,formationUsed,forwardGoals,fouledFinalThird,goalAssistIntentional,goalsConcededIbox,goalsConcededObox,goodHighClaim,goalsOpenplay,handBall,headClearance,interception,interceptionsInBox,keeperThrows,lastManTackle,longPassOwnToOpp,longPassOwnToOppSuccess,offsideProvoked,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoalAccrued,passesLeft,passesRight,postScoringAtt,punches,ptsDroppedWinningPos,ptsGainedLosingPos,savedIbox,savedObox,savedSetpiece,sixSecondViolation,sixYardBlock,standCatch,standSave,totalAttackingPass,totalAttAssist,totalBackZonePass,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFwdZonePass,totalHighClaim,totalLaunches,totalLayoffs,totalLongBalls,totalThroughBall,touches,touchesInOppBox,turnover,wonContest,totalFlickOn,accurateFlickOn,totalChippedPass,accurateChippedPass,blockedCross,shieldBallOop,foulThrowIn,effectiveBlockedCross,totalPullBack,accuratePullBack,totalKeeperSweeper,accurateKeeperSweeper,goalAssistOpenplay,goalAssistSetplay,attAssistOpenplay,attAssistSetplay,overrun,interceptionWon,bigChanceCreated,bigChanceMissed,bigChanceScored,unsuccessfulTouch,fwdPass,backwardPass,leftsidePass,rightsidePass,successfulFinalThirdPasses,totalFinalThirdPasses,divingSave,possWonDef3rd,possWonMid3rd,possWonAtt3rd,possLostAll,possLostCtrl,goalFastbreak,shotFastbreak,penAreaEntries,hitWoodwork,goalAssistDeadball,freekickCross,accurateFreekickCross,openPlayPass,successfulOpenPlayPass,attemptedTackleFoul,blockedPass,failedToBlock,putThrough,successfulPutThrough,assistPassLost,assistBlockedShot,assistAttemptSaved,assistPost,assistFreeKickWon,assistHandballWon,assistOwnGoal,assistPenaltyWon,shotsConcOnfield,subsGoals,keeperGoals
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,ceoracydrstgwdj3jeqfm0aac,2025-01-25Z,1pse9ta7a45pi2w2grjim70ge,Bournemouth,1qtaiy11gswx327s0vkibf70n,True,288.0,3.0,1.0,3.0,12.0,9.0,4.0,13.0,5.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,0.0,3.0,3.0,34.0,2.0,358.0,16.0,0.0,22.0,10.0,2.0,0.0,3.0,12.0,0.0,0.0,128.0,0.0,2.0,2.0,162.0,9.0,4.0,5.0,6.0,21.0,0.0,7.0,20.0,9.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,11.0,5.0,11.0,7.0,0.0,48.0,8.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,8.0,0.0,0.0,48.0,54.0,34.0,17.0,0.0,0.0,53.0,1.0,4231,3.0,2.0,3.0,0.0,0.0,1.0,5.0,0.0,17.0,9.0,0.0,4.0,1.0,50.0,25.0,0.0,1.0,8.0,10.0,5.0,0.0,56.0,55.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,151.0,14.0,3.0,17.0,14.0,7.0,224.0,1.0,33.0,6.0,62.0,0.0,567.0,31.0,0.0,11.0,1.0,0.0,24.0,15.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,2.0,9.0,2.0,0.0,3.0,19.0,133.0,70.0,85.0,70.0,105.0,127.0,3.0,27.0,15.0,1.0,122.0,122.0,3.0,4.0,23.0,0.0,0.0,0.0,0.0,331.0,271.0,8.0,9.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,ceoracydrstgwdj3jeqfm0aac,2025-01-25Z,1qtaiy11gswx327s0vkibf70n,Nottm Forest,1pse9ta7a45pi2w2grjim70ge,False,253.0,5.0,0.0,9.0,9.0,12.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,5.0,0.0,9.0,5.0,24.0,2.0,338.0,18.0,0.0,11.0,20.0,3.0,0.0,9.0,6.0,0.0,0.0,113.0,2.0,6.0,4.0,146.0,4.0,3.0,11.0,4.0,19.0,0.0,16.0,9.0,20.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0,7.0,11.0,5.0,0.0,46.0,11.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,16.0,0.0,0.0,54.0,48.0,24.0,12.0,2.0,0.0,56.0,0.0,4231,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,12.0,5.0,0.0,3.0,0.0,64.0,37.0,0.0,5.0,7.0,4.0,3.0,0.0,55.0,50.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,127.0,14.0,9.0,23.0,14.0,0.0,234.0,1.0,23.0,4.0,44.0,4.0,540.0,34.0,0.0,8.0,11.0,3.0,23.0,14.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,5.0,1.0,1.0,0.0,14.0,152.0,49.0,75.0,62.0,82.0,131.0,3.0,23.0,14.0,3.0,146.0,146.0,0.0,0.0,36.0,1.0,0.0,1.0,1.0,319.0,237.0,3.0,10.0,0.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cbggpny9iygsfce7xf6wycb9w,2025-01-20Z,9q0arba2kbnywth8bkxlhgmdr,Chelsea,b9si1jn1lfxfund69e9ogcu2n,True,504.0,6.0,0.0,3.0,14.0,8.0,2.0,6.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,62.8,3.0,0.0,6.0,5.0,19.0,5.0,567.0,19.0,0.0,9.0,19.0,4.0,0.0,3.0,8.0,0.0,0.0,279.0,1.0,6.0,5.0,231.0,6.0,10.0,1.0,12.0,24.0,0.0,16.0,9.0,12.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,4.0,6.0,3.0,0.0,43.0,5.0,0.0,1.0,0.0,10.0,7.0,0.0,2.0,11.0,0.0,0.0,42.0,42.0,19.0,9.0,1.0,0.0,60.0,1.0,4231,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,7.0,1.0,10.0,1.0,63.0,47.0,0.0,5.0,7.0,7.0,3.0,0.0,62.0,71.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,293.0,17.0,3.0,23.0,20.0,0.0,297.0,2.0,15.0,13.0,48.0,1.0,775.0,52.0,0.0,7.0,7.0,2.0,32.0,18.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.0,7.0,3.0,1.0,3.0,16.0,172.0,86.0,148.0,161.0,109.0,145.0,1.0,12.0,19.0,2.0,128.0,128.0,0.0,0.0,24.0,0.0,0.0,3.0,1.0,546.0,487.0,7.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cbggpny9iygsfce7xf6wycb9w,2025-01-20Z,b9si1jn1lfxfund69e9ogcu2n,Wolves,9q0arba2kbnywth8bkxlhgmdr,False,261.0,3.0,0.0,6.0,7.0,14.0,0.0,7.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,3.0,0.0,2.0,3.0,34.0,2.0,333.0,9.0,0.0,21.0,17.0,2.0,0.0,6.0,11.0,0.0,0.0,135.0,0.0,3.0,3.0,129.0,4.0,4.0,2.0,2.0,18.0,1.0,16.0,12.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,3.0,15.0,4.0,0.0,44.0,7.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,7.0,0.0,0.0,42.0,42.0,34.0,22.0,0.0,0.0,37.0,1.0,3421,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,22.0,9.0,0.0,4.0,0.0,45.0,19.0,0.0,2.0,6.0,4.0,6.0,0.0,40.0,41.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,162.0,7.0,6.0,18.0,12.0,0.0,189.0,1.0,22.0,2.0,54.0,3.0,520.0,18.0,0.0,5.0,2.0,1.0,29.0,11.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,1.0,13.0,125.0,63.0,67.0,78.0,66.0,97.0,1.0,20.0,16.0,3.0,112.0,112.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,309.0,245.0,9.0,4.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cc9cotv30bav4ly75e6vp62ac,2025-01-19Z,8b523ujgl21tbc01me65q0aoh,Ipswich,a3nyxabgsqlnqfkeg41m6tnpp,True,308.0,3.0,0.0,4.0,7.0,4.0,0.0,10.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,3.0,0.0,1.0,5.0,21.0,1.0,353.0,8.0,0.0,13.0,8.0,0.0,0.0,4.0,9.0,0.0,0.0,183.0,2.0,3.0,1.0,128.0,10.0,4.0,6.0,2.0,26.0,0.0,5.0,6.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,14.0,3.0,0.0,33.0,9.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,33.0,37.0,21.0,7.0,1.0,3.0,38.0,0.0,541,0.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,4.0,0.0,31.0,19.0,0.0,0.0,7.0,4.0,4.0,0.0,49.0,39.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,206.0,14.0,4.0,12.0,8.0,1.0,159.0,1.0,22.0,4.0,46.0,0.0,501.0,14.0,0.0,7.0,0.0,0.0,15.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,8.0,1.0,1.0,0.0,12.0,109.0,79.0,89.0,76.0,65.0,82.0,2.0,19.0,8.0,1.0,84.0,84.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,329.0,284.0,0.0,7.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cc9cotv30bav4ly75e6vp62ac,2025-01-19Z,a3nyxabgsqlnqfkeg41m6tnpp,Man City,8b523ujgl21tbc01me65q0aoh,False,686.0,5.0,1.0,7.0,4.0,7.0,5.0,2.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,67.3,4.0,0.0,3.0,5.0,11.0,1.0,747.0,17.0,0.0,14.0,11.0,1.0,0.0,7.0,8.0,0.0,0.0,298.0,0.0,0.0,0.0,388.0,0.0,6.0,4.0,12.0,20.0,2.0,8.0,10.0,6.0,8.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,3.0,5.0,3.0,0.0,42.0,7.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,0.0,37.0,33.0,11.0,6.0,0.0,0.0,63.0,3.0,4231,1.0,0.0,4.0,0.0,0.0,4.0,6.0,0.0,6.0,7.0,1.0,6.0,0.0,53.0,43.0,0.0,2.0,11.0,9.0,3.0,0.0,107.0,78.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,310.0,14.0,2.0,8.0,6.0,1.0,445.0,4.0,12.0,13.0,37.0,3.0,888.0,42.0,0.0,9.0,1.0,0.0,29.0,23.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,7.0,5.0,2.0,4.0,16.0,162.0,135.0,218.0,232.0,192.0,228.0,1.0,10.0,17.0,8.0,102.0,102.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,734.0,675.0,5.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cdvojt8rvxgk077kd9bvyj3f8,2025-01-19Z,1qtaiy11gswx327s0vkibf70n,Nottm Forest,d5ydtvt96bv7fq04yqm2w2632,True,318.0,2.0,0.0,2.0,18.0,4.0,3.0,3.0,3.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,44.5,1.0,0.0,7.0,5.0,21.0,3.0,386.0,14.0,0.0,19.0,16.0,0.0,0.0,2.0,11.0,0.0,0.0,111.0,0.0,5.0,5.0,212.0,1.0,0.0,10.0,11.0,25.0,0.0,11.0,22.0,19.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,5.0,8.0,2.0,0.0,42.0,12.0,1.0,1.0,0.0,9.0,4.0,0.0,0.0,6.0,0.0,0.0,49.0,63.0,21.0,11.0,0.0,0.0,52.0,3.0,4231,1.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,11.0,8.0,2.0,0.0,0.0,54.0,30.0,0.0,4.0,5.0,5.0,5.0,0.0,110.0,53.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,124.0,12.0,2.0,18.0,16.0,0.0,280.0,1.0,27.0,13.0,50.0,0.0,568.0,26.0,0.0,7.0,8.0,6.0,20.0,14.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,2.0,8.0,3.0,4.0,0.0,14.0,147.0,90.0,72.0,77.0,115.0,148.0,1.0,18.0,19.0,4.0,116.0,116.0,0.0,0.0,26.0,0.0,0.0,3.0,1.0,368.0,307.0,3.0,4.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cdvojt8rvxgk077kd9bvyj3f8,2025-01-19Z,d5ydtvt96bv7fq04yqm2w2632,Southampton,1qtaiy11gswx327s0vkibf70n,False,414.0,4.0,0.0,8.0,4.0,18.0,2.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,1.0,0.0,2.0,5.0,32.0,0.0,475.0,10.0,0.0,11.0,12.0,4.0,0.0,8.0,10.0,0.0,0.0,177.0,5.0,10.0,5.0,247.0,2.0,4.0,3.0,7.0,10.0,1.0,11.0,19.0,22.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,9.0,5.0,0.0,44.0,7.0,1.0,0.0,0.0,11.0,5.0,0.0,1.0,12.0,0.0,0.0,63.0,49.0,32.0,18.0,1.0,0.0,51.0,0.0,3412,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,18.0,6.0,1.0,4.0,0.0,61.0,36.0,0.0,1.0,8.0,4.0,3.0,0.0,84.0,75.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,188.0,19.0,8.0,24.0,16.0,0.0,311.0,1.0,22.0,7.0,41.0,2.0,661.0,24.0,0.0,12.0,3.0,1.0,16.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,6.0,2.0,1.0,1.0,18.0,126.0,72.0,128.0,149.0,121.0,149.0,1.0,19.0,20.0,1.0,113.0,113.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,458.0,403.0,9.0,6.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cd2gxi2aptgouhtii1g9uxk44,2025-01-19Z,6eqit8ye8aomdsrrq0hk3v7gh,Man Utd,e5p0ehyguld7egzhiedpdnc3w,True,382.0,6.0,0.0,4.0,12.0,13.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,51.5,0.0,0.0,3.0,4.0,12.0,3.0,463.0,10.0,0.0,18.0,19.0,3.0,0.0,4.0,10.0,0.0,0.0,200.0,1.0,3.0,2.0,185.0,0.0,2.0,5.0,9.0,21.0,0.0,19.0,12.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,2.0,0.0,46.0,11.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,15.0,0.0,0.0,57.0,47.0,12.0,4.0,1.0,1.0,44.0,1.0,3421,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,11.0,2.0,2.0,0.0,65.0,36.0,0.0,3.0,6.0,1.0,1.0,0.0,78.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,223.0,11.0,3.0,10.0,7.0,0.0,250.0,0.0,24.0,9.0,57.0,1.0,642.0,29.0,0.0,4.0,0.0,0.0,37.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,11.0,0.0,0.0,1.0,15.0,148.0,74.0,141.0,100.0,80.0,110.0,0.0,19.0,19.0,5.0,128.0,128.0,0.0,0.0,22.0,0.0,0.0,2.0,1.0,443.0,369.0,8.0,4.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kwbbcootiqqgmrzs6o5inle5,Premier League,9n12waklv005j8r32sfjj2eqc,2024/2025,cd2gxi2aptgouhtii1g9uxk44,2025-01-19Z,e5p0ehyguld7egzhiedpdnc3w,Brighton,6eqit8ye8aomdsrrq0hk3v7gh,False,355.0,2.0,0.0,2.0,12.0,12.0,2.0,9.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,48.5,0.0,0.0,1.0,5.0,17.0,3.0,437.0,6.0,0.0,22.0,19.0,3.0,0.0,2.0,11.0,1.0,0.0,218.0,1.0,1.0,0.0,138.0,8.0,1.0,5.0,11.0,22.0,0.0,13.0,14.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,1.0,0.0,42.0,4.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,47.0,57.0,17.0,7.0,0.0,0.0,42.0,1.0,442,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,7.0,6.0,1.0,1.0,0.0,60.0,26.0,0.0,1.0,4.0,3.0,6.0,0.0,47.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,244.0,23.0,2.0,9.0,7.0,0.0,202.0,0.0,24.0,13.0,55.0,0.0,624.0,26.0,0.0,11.0,7.0,4.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,6.0,3.0,1.0,3.0,15.0,143.0,79.0,109.0,106.0,56.0,88.0,0.0,19.0,16.0,5.0,136.0,136.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,411.0,334.0,8.0,13.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
